date,team,away,at_bats,runs,hits,rbis,walks,batting_average,on_base_percentage,slugging_percentage,win
20190617,OAK,0,5,3,1,3,5,0.223,0.286,0.397,1
20190617,MIL,1,29,0,4,0,3,0.205,0.269,0.366,0
20190617,SD,0,7,2,2,3,11,0.176,0.223,0.322,1
20190617,KC,1,35,6,9,6,1,0.227,0.278,0.367,1
20190617,SEA,0,10,4,4,4,12,0.241,0.303,0.391,0
20190618,TB,1,35,3,9,3,2,0.216,0.278,0.359,0
20190618,NYY,0,11,6,6,2,8,0.232,0.322,0.407,1
20190618,DET,1,31,5,6,3,4,0.171,0.205,0.259,1
20190618,PIT,0,8,4,3,4,6,0.185,0.224,0.311,0
20190618,LAA,1,32,3,6,3,1,0.255,0.33,0.465,1
20190618,TOR,0,3,1,1,0,8,0.211,0.27,0.382,0
20190618,HOU,1,33,3,9,3,2,0.207,0.274,0.363,0
20190618,CIN,0,6,4,4,1,8,0.166,0.227,0.292,1
20190618,NYM,1,40,10,15,10,8,0.214,0.35,0.362,1
20190618,ATL,0,5,2,2,0,12,0.205,0.254,0.356,0
20190618,CHW,1,33,3,8,2,2,0.167,0.205,0.26,1
20190618,CHC,0,6,1,1,2,5,0.174,0.234,0.306,0
20190618,CLE,1,42,10,14,10,5,0.233,0.305,0.395,1
20190618,TEX,0,5,3,3,5,9,0.23,0.288,0.398,0
20190618,BOS,1,64,3,17,3,2,0.243,0.31,0.398,0
20190618,MIN,0,15,4,4,5,16,0.253,0.323,0.468,1
20190618,MIA,1,33,6,8,5,1,0.173,0.207,0.253,1
20190618,STL,0,2,0,0,4,7,0.222,0.306,0.333,0
20190618,COL,1,38,8,12,7,2,0.203,0.252,0.35,1
20190618,ARI,0,7,1,1,4,6,0.194,0.245,0.345,0
20190618,BAL,1,31,2,4,1,1,0.229,0.288,0.392,0
20190618,OAK,0,15,16,13,3,6,0.229,0.302,0.423,1
20190618,MIL,1,27,1,4,0,3,0.226,0.287,0.38,0
20190618,SD,0,8,4,4,3,11,0.204,0.247,0.347,1
20190618,SF,1,30,0,4,0,3,0.174,0.224,0.274,0
20190618,LAD,0,14,9,9,5,4,0.196,0.258,0.349,1
20190618,KC,1,38,9,13,9,3,0.226,0.281,0.37,1
20190618,SEA,0,6,0,0,2,8,0.236,0.297,0.377,0
20190619,HOU,1,32,2,7,2,1,0.16,0.204,0.267,0
20190619,CIN,0,11,3,2,3,10,0.197,0.255,0.352,1
20190619,TB,1,31,1,3,1,4,0.225,0.296,0.369,0
20190619,NYY,0,9,12,12,7,7,0.239,0.307,0.423,1
20190619,PHI,1,31,2,6,2,4,0.217,0.284,0.362,0
20190619,WSH,0,8,6,5,3,9,0.187,0.244,0.315,1
20190619,BAL,1,32,3,6,3,4,0.219,0.279,0.372,0
20190619,OAK,0,11,8,8,3,5,0.228,0.295,0.425,1
20190619,MIL,1,36,7,9,7,5,0.177,0.237,0.319,0
20190619,SD,0,13,8,8,4,7,0.193,0.232,0.316,1
20190619,KC,1,34,2,8,2,2,0.223,0.275,0.351,0
20190619,SEA,0,10,8,8,3,7,0.24,0.301,0.386,1
20190619,PHI,1,31,0,4,0,2,0.198,0.242,0.347,0
20190619,WSH,0,4,2,2,3,4,0.191,0.239,0.336,1
20190619,DET,1,37,7,11,7,1,0.167,0.204,0.282,0
20190619,PIT,0,11,8,8,1,7,0.264,0.303,0.398,1
20190619,LAA,1,43,11,16,10,3,0.236,0.314,0.45,1
20190619,TOR,0,6,6,6,7,9,0.21,0.27,0.379,0
20190619,NYM,1,34,2,9,2,2,0.23,0.279,0.362,0
20190619,ATL,0,9,7,7,5,5,0.203,0.259,0.358,1
20190619,CHW,1,35,3,9,3,2,0.155,0.248,0.245,0
20190619,CHC,0,11,7,7,3,14,0.193,0.255,0.326,1
20190619,CLE,1,34,10,12,10,5,0.226,0.298,0.397,1
20190619,TEX,0,10,4,3,3,9,0.241,0.306,0.403,0
20190619,BOS,1,35,9,12,9,10,0.24,0.311,0.393,1
20190619,MIN,0,9,4,4,4,10,0.239,0.309,0.44,0
20190619,MIA,1,37,1,5,1,1,0.118,0.148,0.176,0
20190619,STL,0,6,2,2,6,13,0.16,0.216,0.261,1
20190619,COL,1,37,6,14,6,0,0.187,0.235,0.317,1
20190619,ARI,0,10,4,3,2,7,0.211,0.265,0.388,0
20190619,SF,1,30,2,4,2,0,0.188,0.236,0.307,0
20190619,LAD,0,13,9,9,1,7,0.171,0.22,0.299,1
20190620,CLE,1,31,2,5,2,3,0.226,0.298,0.379,0
20190620,TEX,0,8,4,4,1,10,0.228,0.296,0.388,1
20190620,COL,1,33,6,7,6,9,0.17,0.224,0.281,1
20190620,ARI,0,10,4,4,8,14,0.171,0.216,0.3,0
20190620,HOU,1,39,6,12,6,2,0.244,0.318,0.449,0
20190620,NYY,0,12,10,10,5,10,0.245,0.325,0.43,1
20190620,PHI,1,33,4,9,4,5,0.181,0.229,0.324,0
20190620,WSH,0,10,7,7,5,2,0.163,0.201,0.277,1
20190620,LAA,1,40,5,12,5,3,0.236,0.316,0.421,0
20190620,TOR,0,12,7,7,6,12,0.212,0.272,0.387,1
20190620,MIA,1,42,7,11,7,3,0.134,0.174,0.199,1
20190620,STL,0,16,6,6,2,9,0.205,0.254,0.307,0
20190620,CIN,1,36,7,10,7,4,0.185,0.243,0.335,1
20190620,MIL,0,5,1,1,1,7,0.179,0.237,0.313,0
20190620,NYM,1,32,4,7,3,3,0.193,0.299,0.315,0
20190620,CHC,0,7,7,7,5,11,0.197,0.265,0.362,1
20190620,MIN,1,32,1,5,1,1,0.247,0.311,0.445,0
20190620,KC,0,10,4,4,1,3,0.2,0.253,0.314,1
20190620,TB,1,33,4,6,4,2,0.221,0.282,0.372,0
20190620,OAK,0,7,5,5,6,9,0.228,0.295,0.414,1
20190620,SF,1,36,8,9,8,3,0.171,0.22,0.282,0
20190620,LAD,0,16,9,9,2,8,0.207,0.266,0.357,1
20190620,BAL,1,30,2,4,2,5,0.218,0.268,0.352,0
20190620,SEA,0,9,5,5,4,15,0.234,0.295,0.371,1
20190621,NYM,1,33,5,7,4,4,0.184,0.232,0.309,1
20190621,CHC,0,6,4,2,2,6,0.206,0.263,0.346,0
20190621,ATL,1,34,3,8,3,4,0.208,0.295,0.366,0
20190621,WSH,0,8,4,3,2,6,0.17,0.221,0.289,1
20190621,HOU,1,33,1,7,1,7,0.245,0.326,0.436,0
20190621,NYY,0,8,4,4,0,12,0.238,0.318,0.418,1
20190621,MIA,1,33,2,6,1,1,0.169,0.215,0.24,1
20190621,PHI,0,9,1,1,4,8,0.22,0.282,0.385,0
20190621,SD,1,34,1,7,1,2,0.201,0.248,0.359,0
20190621,PIT,0,28,2,6,2,1,0.212,0.251,0.346,1
20190621,DET,1,38,6,12,6,2,0.219,0.269,0.37,0
20190621,CLE,0,12,7,7,2,9,0.234,0.301,0.407,1
20190621,TOR,1,40,5,11,5,5,0.209,0.27,0.371,0
20190621,BOS,0,14,7,7,2,13,0.245,0.309,0.407,1
20190621,LAA,1,32,1,8,1,2,0.198,0.261,0.345,0
20190621,STL,0,8,5,5,6,5,0.186,0.241,0.312,1
20190621,CHW,1,40,5,12,5,2,0.238,0.296,0.427,1
20190621,TEX,0,8,4,4,3,12,0.232,0.295,0.401,0
20190621,CIN,1,37,11,10,11,6,0.171,0.224,0.301,1
20190621,MIL,0,10,7,7,10,10,0.189,0.253,0.327,0
20190621,MIN,1,40,8,13,7,3,0.238,0.304,0.452,1
20190621,KC,0,7,7,5,3,4,0.21,0.259,0.336,0
20190621,SF,1,37,11,11,11,5,0.168,0.208,0.283,1
20190621,ARI,0,10,5,5,3,9,0.197,0.237,0.359,0
20190621,TB,1,36,5,10,4,2,0.221,0.288,0.369,1
20190621,OAK,0,10,3,3,2,6,0.229,0.296,0.419,0
20190621,COL,1,30,2,3,2,0,0.237,0.279,0.386,0
20190621,LAD,0,6,4,3,1,9,0.228,0.296,0.412,1
20190621,BAL,1,39,9,14,8,0,0.222,0.283,0.373,0
20190621,SEA,0,13,10,10,8,7,0.239,0.302,0.387,1
20190622,LAA,1,33,2,6,2,2,0.179,0.229,0.325,0
20190622,STL,0,5,4,2,2,6,0.173,0.23,0.294,1
20190622,MIN,1,38,5,9,5,2,0.245,0.311,0.441,1
20190622,KC,0,7,3,3,5,7,0.216,0.277,0.345,0
20190622,NYM,1,37,10,12,10,4,0.266,0.329,0.419,1
20190622,CHC,0,6,2,1,4,7,0.18,0.242,0.318,0
20190622,TOR,1,37,8,10,6,5,0.21,0.274,0.371,1
20190622,BOS,0,9,7,7,5,8,0.249,0.315,0.409,0
20190622,MIA,1,33,5,7,5,2,0.149,0.183,0.227,1
20190622,PHI,0,7,3,3,4,9,0.174,0.228,0.295,0
20190622,SD,1,31,3,6,3,7,0.175,0.218,0.308,0
20190622,PIT,0,10,6,6,6,3,0.23,0.269,0.343,1
20190622,TB,1,31,2,6,2,3,0.224,0.285,0.375,0
20190622,OAK,0,8,4,4,4,3,0.227,0.301,0.412,1
20190622,CIN,1,33,5,6,5,1,0.162,0.214,0.284,0
20190622,MIL,0,5,6,4,6,11,0.168,0.226,0.304,1
20190622,DET,1,33,0,6,0,3,0.218,0.265,0.369,0
20190622,CLE,0,6,2,2,2,7,0.234,0.305,0.389,1
20190622,BAL,1,32,8,8,8,7,0.227,0.277,0.375,1
20190622,SEA,0,7,4,4,3,9,0.236,0.297,0.377,0
20190622,ATL,1,41,13,14,13,6,0.183,0.23,0.316,1
20190622,WSH,0,11,9,9,5,12,0.175,0.219,0.306,0
20190622,COL,1,41,4,8,4,2,0.196,0.234,0.304,0
20190622,LAD,0,14,5,5,3,9,0.168,0.217,0.296,1
20190622,HOU,1,37,5,11,5,6,0.24,0.319,0.421,0
20190622,NYY,0,7,7,6,4,12,0.233,0.308,0.38,1
20190622,CHW,1,34,5,7,5,1,0.22,0.274,0.376,0
20190622,TEX,0,14,6,6,3,5,0.227,0.297,0.381,1
20190622,SF,1,36,7,10,7,3,0.152,0.202,0.261,1
20190622,ARI,0,8,4,4,5,8,0.241,0.29,0.361,0
20190623,DET,1,33,3,8,3,2,0.223,0.271,0.374,0
20190623,CLE,0,10,8,8,2,10,0.236,0.31,0.411,1
20190623,TOR,1,36,6,10,5,5,0.214,0.276,0.381,1
20190623,BOS,0,7,1,0,1,10,0.241,0.304,0.401,0
20190623,MIA,1,38,6,16,5,5,0.156,0.202,0.236,1
20190623,PHI,0,4,4,4,5,10,0.235,0.291,0.367,0
20190623,ATL,1,36,4,7,4,2,0.16,0.205,0.277,1
20190623,WSH,0,10,3,2,2,6,0.166,0.21,0.288,0
20190623,SD,1,46,10,13,10,8,0.2,0.243,0.318,0
20190623,PIT,0,17,11,9,4,9,0.233,0.266,0.34,1
20190623,HOU,1,38,9,14,9,2,0.244,0.318,0.449,1
20190623,NYY,0,6,4,4,2,11,0.228,0.301,0.422,0
20190623,CIN,1,34,5,10,5,2,0.178,0.229,0.31,0
20190623,MIL,0,11,7,7,4,13,0.201,0.266,0.357,1
20190623,MIN,1,36,1,9,1,1,0.247,0.319,0.455,0
20190623,KC,0,11,6,6,0,6,0.226,0.282,0.363,1
20190623,NYM,1,29,3,7,3,3,0.206,0.323,0.352,0
20190623,CHC,0,12,5,5,2,11,0.19,0.25,0.328,1
20190623,CHW,1,34,4,10,3,3,0.24,0.292,0.376,0
20190623,TEX,0,11,7,5,1,9,0.226,0.289,0.396,1
20190623,TB,1,39,8,15,8,3,0.217,0.274,0.34,1
20190623,OAK,0,6,2,1,2,7,0.227,0.295,0.417,0
20190623,COL,1,37,3,10,3,2,0.17,0.224,0.271,0
20190623,LAD,0,7,6,3,3,6,0.228,0.284,0.409,1
20190623,SF,1,34,2,4,2,2,0.169,0.214,0.291,0
20190623,ARI,0,7,3,3,3,4,0.177,0.222,0.274,1
20190623,BAL,1,33,3,7,3,5,0.227,0.284,0.387,0
20190623,SEA,0,13,13,12,5,4,0.234,0.306,0.373,1
20190623,LAA,1,40,6,15,6,7,0.169,0.241,0.294,1
20190623,STL,0,10,4,4,1,7,0.223,0.268,0.333,0
20190624,TOR,1,40,8,14,8,2,0.216,0.275,0.387,0
20190624,NYY,0,13,10,10,7,7,0.241,0.311,0.414,1
20190624,NYM,1,39,7,15,7,3,0.214,0.265,0.364,0
20190624,PHI,0,19,13,13,4,2,0.188,0.242,0.327,1
20190624,CHW,1,33,5,8,5,4,0.215,0.292,0.343,0
20190624,BOS,0,12,6,6,7,9,0.239,0.303,0.404,1
20190624,KC,1,34,2,5,2,2,0.221,0.277,0.342,0
20190624,CLE,0,10,3,3,4,9,0.245,0.324,0.424,1
20190624,ATL,1,35,3,8,3,0,0.205,0.26,0.358,0
20190624,CHC,0,10,8,8,3,5,0.174,0.238,0.306,1
20190624,LAD,1,37,5,10,5,3,0.2,0.252,0.362,0
20190624,ARI,0,11,8,8,3,5,0.181,0.223,0.306,1
20190624,COL,1,32,2,5,2,3,0.167,0.214,0.279,1
20190624,SF,0,6,0,0,2,9,0.185,0.229,0.304,0
20190625,TEX,1,37,5,12,5,1,0.231,0.3,0.409,1
20190625,DET,0,6,3,2,3,10,0.217,0.262,0.362,0
20190625,TOR,1,33,3,7,3,0,0.216,0.279,0.385,0
20190625,NYY,0,10,4,4,2,4,0.244,0.325,0.443,1
20190625,NYM,1,38,5,12,5,4,0.257,0.385,0.385,0
20190625,PHI,0,8,7,7,3,7,0.191,0.242,0.351,1
20190625,SD,1,37,8,12,8,3,0.227,0.283,0.409,1
20190625,BAL,0,11,3,3,2,9,0.229,0.277,0.382,0
20190625,CHW,1,37,3,10,3,1,0.249,0.304,0.401,0
20190625,BOS,0,10,6,5,1,7,0.241,0.301,0.409,1
20190625,KC,1,38,8,13,8,3,0.223,0.282,0.357,1
20190625,CLE,0,11,6,6,2,8,0.233,0.308,0.398,0
20190625,WSH,1,35,6,8,6,2,0.221,0.272,0.386,1
20190625,MIA,0,5,1,1,1,11,0.167,0.207,0.257,0
20190625,ATL,1,30,3,3,3,5,0.199,0.251,0.349,1
20190625,CHC,0,4,2,2,5,13,0.208,0.264,0.358,0
20190625,PIT,1,33,1,8,1,2,0.26,0.306,0.428,0
20190625,HOU,0,10,5,5,1,7,0.252,0.332,0.457,1
20190625,SEA,1,37,8,12,7,8,0.164,0.211,0.265,1
20190625,MIL,0,8,3,2,2,9,0.246,0.302,0.571,0
20190625,TB,1,33,4,7,4,1,0.242,0.3,0.397,0
20190625,MIN,0,15,9,9,2,7,0.24,0.303,0.452,1
20190625,OAK,1,37,7,10,7,1,0.14,0.177,0.251,1
20190625,STL,0,10,3,3,5,9,0.257,0.308,0.378,0
20190625,LAD,1,30,3,5,3,4,0.199,0.253,0.321,1
20190625,ARI,0,6,2,1,2,9,0.194,0.242,0.318,0
20190625,COL,1,30,2,3,2,3,0.168,0.212,0.298,0
20190625,SF,0,8,4,4,5,5,0.167,0.216,0.279,1
20190625,CIN,1,30,1,7,1,4,0.226,0.294,0.401,0
20190625,LAA,0,8,5,5,3,5,0.241,0.314,0.422,1
20190626,CHW,1,35,8,12,8,1,0.185,0.23,0.281,1
20190626,BOS,0,15,7,7,2,4,0.196,0.245,0.32,0
20190626,TOR,1,36,7,13,7,4,0.207,0.266,0.365,0
20190626,NYY,0,16,8,8,3,10,0.238,0.311,0.438,1
20190626,KC,1,34,3,8,3,1,0.223,0.281,0.356,0
20190626,CLE,0,10,5,4,2,6,0.227,0.297,0.4,1
20190626,SD,1,37,10,11,10,3,0.229,0.289,0.413,1
20190626,BAL,0,8,5,5,3,15,0.223,0.275,0.376,0
20190626,LAD,1,30,2,5,2,4,0.211,0.263,0.354,0
20190626,ARI,0,9,8,5,1,8,0.183,0.231,0.302,1
20190626,COL,1,32,6,7,6,2,0.182,0.221,0.305,1
20190626,SF,0,8,3,2,3,5,0.187,0.232,0.311,0
20190626,NYM,1,39,4,10,4,4,0.172,0.278,0.292,0
20190626,PHI,0,9,5,5,5,15,0.169,0.217,0.308,1
20190626,TEX,1,32,4,8,4,3,0.243,0.309,0.421,1
20190626,DET,0,5,1,1,2,7,0.216,0.267,0.362,0
20190626,WSH,1,33,7,7,5,6,0.173,0.227,0.299,1
20190626,MIA,0,6,5,5,3,13,0.168,0.212,0.245,0
20190626,OAK,1,35,2,8,2,1,0.165,0.224,0.313,1
20190626,STL,0,5,0,0,1,8,0.2,0.253,0.327,0
20190626,SEA,1,33,4,8,4,5,0.174,0.292,0.281,1
20190626,MIL,0,5,2,2,3,10,0.164,0.219,0.296,0
20190626,ATL,1,33,5,7,4,2,0.195,0.248,0.332,1
20190626,CHC,0,10,3,3,4,5,0.173,0.227,0.302,0
20190626,CIN,1,33,1,5,1,1,0.227,0.292,0.404,0
20190626,LAA,0,7,5,5,4,9,0.245,0.324,0.428,1
20190626,PIT,1,41,14,15,14,7,0.256,0.305,0.434,1
20190626,HOU,0,9,2,2,3,6,0.245,0.321,0.436,0
20190626,TB,1,32,4,6,4,2,0.229,0.288,0.386,0
20190626,MIN,0,10,6,4,1,8,0.252,0.316,0.447,1
20190627,NYM,1,33,3,5,3,1,0.23,0.282,0.37,0
20190627,PHI,0,6,6,6,5,10,0.181,0.25,0.33,1
20190627,TEX,1,30,3,5,3,3,0.241,0.307,0.447,1
20190627,DET,0,9,1,1,1,7,0.212,0.265,0.345,0
20190627,TB,1,61,5,8,5,6,0.24,0.301,0.402,1
20190627,MIN,0,9,2,2,5,22,0.248,0.321,0.452,0
20190627,PIT,1,39,10,14,10,2,0.268,0.318,0.469,1
20190627,HOU,0,9,0,0,0,8,0.245,0.316,0.429,0
20190627,SEA,1,34,2,5,2,1,0.181,0.268,0.313,0
20190627,MIL,0,9,4,4,1,6,0.168,0.226,0.303,1
20190627,ATL,1,33,7,8,7,5,0.201,0.256,0.355,0
20190627,CHC,0,10,9,6,1,9,0.174,0.234,0.308,1
20190627,WSH,1,37,8,10,8,1,0.191,0.245,0.341,1
20190627,MIA,0,8,5,5,1,7,0.164,0.213,0.242,0
20190627,LAD,1,44,12,17,12,2,0.159,0.204,0.286,1
20190627,COL,0,16,8,8,3,7,0.203,0.254,0.319,0
20190627,ARI,1,33,5,8,5,4,0.164,0.213,0.277,1
20190627,SF,0,3,1,1,2,6,0.174,0.229,0.282,0
20190627,OAK,1,30,3,5,3,1,0.223,0.3,0.424,0
20190627,LAA,0,12,8,8,2,9,0.245,0.314,0.428,1
20190628,CLE,1,32,0,6,0,2,0.21,0.275,0.362,0
20190628,BAL,0,16,13,13,4,5,0.231,0.289,0.392,1
20190628,KC,1,35,2,9,2,2,0.231,0.282,0.369,0
20190628,TOR,0,9,6,6,2,8,0.22,0.29,0.391,1
20190628,ATL,1,35,6,9,6,2,0.199,0.252,0.347,1
20190628,NYM,0,9,2,2,0,8,0.219,0.332,0.358,0
20190628,TEX,1,33,5,8,4,5,0.235,0.303,0.415,1
20190628,TB,0,3,0,0,2,11,0.223,0.291,0.369,0
20190628,WSH,1,33,3,7,3,3,0.246,0.313,0.435,1
20190628,DET,0,6,1,1,3,11,0.21,0.262,0.324,0
20190628,CHC,1,32,3,6,3,2,0.185,0.235,0.314,0
20190628,CIN,0,11,6,6,7,6,0.188,0.236,0.303,1
20190628,PHI,1,31,2,4,2,2,0.196,0.249,0.374,0
20190628,MIA,0,8,6,6,3,10,0.15,0.197,0.23,1
20190628,PIT,1,34,3,9,3,4,0.254,0.295,0.371,1
20190628,MIL,0,6,2,2,3,12,0.176,0.229,0.31,0
20190628,MIN,1,33,4,9,4,4,0.226,0.336,0.398,0
20190628,CHW,0,9,6,3,0,5,0.223,0.286,0.329,1
20190628,SEA,1,34,1,5,1,3,0.244,0.311,0.415,0
20190628,HOU,0,9,2,2,4,5,0.247,0.323,0.427,1
20190628,LAD,1,38,9,9,7,7,0.168,0.219,0.298,0
20190628,COL,0,17,13,10,3,8,0.163,0.204,0.286,1
20190628,OAK,1,32,7,6,7,6,0.223,0.292,0.411,1
20190628,LAA,0,8,2,1,2,4,0.242,0.311,0.412,0
20190629,NYY,1,45,17,19,17,6,0.243,0.311,0.433,1
20190629,BOS,0,18,13,13,6,5,0.244,0.301,0.389,0
20190629,CLE,1,31,0,5,0,1,0.202,0.261,0.334,0
20190629,BAL,0,13,13,13,6,6,0.231,0.286,0.402,1
20190629,KC,1,32,5,7,4,5,0.217,0.278,0.353,0
20190629,TOR,0,6,7,7,7,11,0.222,0.289,0.4,1
20190629,ATL,1,38,5,13,5,1,0.183,0.229,0.32,1
20190629,NYM,0,8,4,4,4,9,0.198,0.248,0.334,0
20190629,TEX,1,31,2,5,1,2,0.237,0.31,0.415,0
20190629,TB,0,7,5,5,3,12,0.23,0.293,0.384,1
20190629,WSH,1,34,5,9,4,2,0.24,0.307,0.425,0
20190629,DET,0,12,7,7,4,7,0.218,0.272,0.351,1
20190629,CHC,1,34,6,8,6,5,0.173,0.228,0.311,1
20190629,CIN,0,7,0,0,0,6,0.16,0.205,0.274,0
20190629,PHI,1,34,6,7,6,4,0.244,0.3,0.377,0
20190629,MIA,0,15,9,9,2,5,0.162,0.208,0.244,1
20190629,MIN,1,39,10,13,9,3,0.254,0.319,0.465,1
20190629,CHW,0,7,3,2,1,12,0.235,0.289,0.376,0
20190629,LAD,1,34,3,8,3,2,0.215,0.275,0.387,0
20190629,COL,0,7,5,4,1,8,0.182,0.228,0.304,1
20190629,PIT,1,31,1,6,1,0,0.221,0.262,0.364,0
20190629,MIL,0,5,3,3,3,6,0.192,0.243,0.342,1
20190629,SEA,1,36,5,7,5,6,0.225,0.299,0.383,0
20190629,HOU,0,8,6,4,4,7,0.249,0.32,0.432,1
20190629,ARI,1,36,4,11,3,3,0.18,0.229,0.32,1
20190629,SF,0,7,3,2,2,9,0.162,0.206,0.281,0
20190629,OAK,1,33,4,8,4,4,0.227,0.293,0.414,1
20190629,LAA,0,3,0,0,2,5,0.246,0.319,0.406,0
20190629,STL,1,34,2,5,2,2,0.192,0.24,0.306,0
20190629,SD,0,12,12,6,4,11,0.181,0.23,0.313,1
20190630,NYY,1,40,12,13,11,9,0.241,0.307,0.429,1
20190630,BOS,0,15,8,8,1,8,0.245,0.298,0.401,0
20190630,CLE,1,37,2,10,2,2,0.223,0.288,0.385,1
20190630,BAL,0,5,0,0,1,14,0.227,0.286,0.394,0
20190630,KC,1,36,7,11,6,5,0.227,0.286,0.366,1
20190630,TOR,0,8,6,6,3,5,0.216,0.282,0.39,0
20190630,TEX,1,29,2,4,2,0,0.231,0.3,0.411,0
20190630,TB,0,9,6,4,1,13,0.231,0.292,0.394,1
20190630,WSH,1,34,2,7,2,5,0.247,0.308,0.447,1
20190630,DET,0,5,1,1,1,15,0.212,0.262,0.349,0
20190630,CHC,1,38,6,11,6,4,0.184,0.248,0.325,0
20190630,CIN,0,9,8,7,4,9,0.195,0.251,0.335,1
20190630,PHI,1,42,13,17,10,4,0.185,0.246,0.331,1
20190630,MIA,0,10,6,6,2,12,0.174,0.217,0.263,0
20190630,MIN,1,34,3,6,3,0,0.257,0.323,0.462,0
20190630,CHW,0,10,4,4,2,10,0.226,0.285,0.343,1
20190630,PIT,1,30,1,7,1,2,0.284,0.319,0.419,0
20190630,MIL,0,8,2,2,7,10,0.18,0.237,0.315,1
20190630,SEA,1,31,1,6,1,2,0.226,0.296,0.402,0
20190630,HOU,0,11,6,4,4,6,0.238,0.312,0.42,1
20190630,LAD,1,40,10,14,10,5,0.21,0.267,0.349,1
20190630,COL,0,9,5,5,3,9,0.167,0.219,0.283,0
20190630,ARI,1,34,4,8,4,2,0.187,0.235,0.312,0
20190630,SF,0,13,10,10,6,10,0.205,0.259,0.34,1
20190630,OAK,1,37,12,11,9,4,0.204,0.266,0.379,1
20190630,LAA,0,9,3,3,2,10,0.245,0.317,0.409,0
20190630,STL,1,40,5,9,4,4,0.163,0.2,0.259,1
20190630,SD,0,10,3,3,4,13,0.183,0.225,0.304,0
20190630,ATL,1,36,5,10,5,3,0.185,0.236,0.325,0
20190630,NYM,0,13,8,8,2,9,0.241,0.29,0.381,1
20190701,KC,1,34,4,9,4,1,0.236,0.292,0.365,0
20190701,TOR,0,18,11,11,4,3,0.224,0.285,0.401,1
20190701,CHC,1,38,5,13,5,3,0.195,0.25,0.329,0
20190701,PIT,0,23,18,17,3,7,0.206,0.242,0.341,1
20190701,BAL,1,35,3,9,3,3,0.229,0.281,0.381,0
20190701,TB,0,10,6,6,4,5,0.207,0.259,0.357,1
20190701,MIL,1,35,8,9,8,6,0.172,0.225,0.299,1
20190701,CIN,0,10,6,6,1,8,0.172,0.221,0.294,0
20190701,SF,1,41,13,14,12,3,0.22,0.269,0.415,1
20190701,SD,0,5,2,2,2,7,0.203,0.25,0.341,0
20190702,MIA,1,31,2,7,2,1,0.162,0.205,0.229,0
20190702,WSH,0,8,3,2,2,8,0.192,0.253,0.325,1
20190702,CHC,1,31,1,6,1,2,0.199,0.254,0.341,0
20190702,PIT,0,7,5,5,3,6,0.245,0.279,0.365,1
20190702,BOS,1,41,10,15,10,2,0.256,0.325,0.429,1
20190702,TOR,0,8,6,6,6,10,0.225,0.293,0.399,0
20190702,BAL,1,33,3,6,3,1,0.227,0.285,0.391,0
20190702,TB,0,8,6,6,4,10,0.231,0.295,0.388,1
20190702,NYY,1,31,2,6,2,2,0.176,0.225,0.316,0
20190702,NYM,0,11,4,3,3,5,0.201,0.25,0.338,1
20190702,MIL,1,37,4,6,4,2,0.169,0.225,0.291,0
20190702,CIN,0,10,5,4,1,6,0.183,0.231,0.315,1
20190702,PHI,1,33,2,7,2,3,0.191,0.259,0.336,1
20190702,ATL,0,4,0,0,3,11,0.193,0.252,0.331,0
20190702,LAA,1,36,9,8,9,11,0.213,0.277,0.357,1
20190702,TEX,0,6,4,3,3,10,0.228,0.299,0.398,0
20190702,HOU,1,39,9,13,9,2,0.164,0.213,0.281,1
20190702,COL,0,13,8,6,4,10,0.204,0.241,0.342,0
20190702,CLE,1,39,9,13,8,4,0.223,0.287,0.383,1
20190702,KC,0,12,5,5,1,7,0.236,0.288,0.387,0
20190702,MIN,1,36,6,10,5,1,0.253,0.317,0.467,0
20190702,OAK,0,8,8,7,6,6,0.223,0.299,0.493,1
20190702,ARI,1,34,4,8,4,4,0.159,0.201,0.266,0
20190702,LAD,0,7,5,5,7,5,0.183,0.241,0.318,1
20190702,SF,1,44,10,17,10,4,0.213,0.271,0.39,1
20190702,SD,0,9,4,4,0,6,0.198,0.249,0.345,0
20190702,STL,1,34,4,9,4,2,0.234,0.292,0.372,0
20190702,SEA,0,8,5,5,6,12,0.238,0.311,0.402,1
20190703,DET,1,33,5,6,5,5,0.209,0.267,0.348,0
20190703,CHW,0,12,7,7,3,4,0.226,0.285,0.347,1
20190703,MIA,1,32,1,6,1,2,0.194,0.249,0.292,0
20190703,WSH,0,7,3,3,5,6,0.181,0.237,0.321,1
20190703,NYY,1,36,5,10,5,4,0.188,0.234,0.329,1
20190703,NYM,0,7,1,1,0,10,0.205,0.314,0.319,0
20190703,CHC,1,36,5,9,5,3,0.161,0.203,0.284,0
20190703,PIT,0,11,6,6,1,7,0.252,0.291,0.38,1
20190703,BOS,1,34,3,8,3,1,0.254,0.317,0.419,0
20190703,TOR,0,11,6,6,5,8,0.218,0.284,0.397,1
20190703,BAL,1,39,9,11,8,4,0.226,0.285,0.392,1
20190703,TB,0,11,6,5,0,6,0.241,0.298,0.411,0
20190703,MIL,1,30,0,4,0,1,0.246,0.304,0.612,0
20190703,CIN,0,8,3,3,2,9,0.195,0.248,0.334,1
20190703,PHI,1,30,2,6,2,3,0.244,0.291,0.376,0
20190703,ATL,0,10,9,8,1,6,0.213,0.267,0.373,1
20190703,LAA,1,37,6,12,6,1,0.227,0.289,0.391,1
20190703,TEX,0,4,2,2,2,16,0.227,0.293,0.432,0
